210.445	210.188	209.919	209.64	209.331	209.01	208.678	208.342	208.025	207.719	207.487	207.279	207.1	206.988	206.901	206.838	206.811	206.793	206.786	206.753	206.696	206.613	206.518	206.409	206.292	206.176	206.066	205.96	205.868	205.785	205.712	205.668	205.625	205.591	205.59	205.603	205.628	205.677	205.724	205.767	205.841	205.899	205.945	205.977	205.94	205.848	205.654	205.378	205.02	204.638	204.218	203.728	203.254	202.726	202.15	201.747	201.286	200.84	200.614	200.421	200.261	200.167	200.057	199.946	199.85	199.759	199.69	199.653	199.645	199.674	199.768	199.913	200.111	200.385	200.699	201.055	201.456	201.881	202.331	202.805	203.285	203.769	204.256	204.734	205.205	205.657	206.093	206.513	206.899	207.266	207.614	207.919	208.215	208.498	208.767	209.024	209.268	209.506	209.751	210	210.255	210.511	210.773	211.051	211.328	211.606	211.875	212.134	212.383	212.63	212.872	213.106	213.334	213.55	213.755	213.96	214.152	214.337	214.528	214.71	214.887	215.065	215.239	215.406	215.586	215.743	215.885	216.015	216.135	216.242	216.335	216.42	216.502	216.57	216.635	216.694	216.761	216.819	216.872	216.923	216.97	217.011	217.05	217.084	217.111	217.121	217.128	217.129	217.104	217.072	217.038	216.995	216.948	216.9	216.866	216.822	216.767	216.717	216.662	216.6	216.544	216.478	216.402	216.327	216.246	216.16	216.065	215.948	215.814	215.656	215.488	215.306	215.115	214.917	214.711	214.492	214.269	214.035	213.8	213.561	213.319	213.08	212.84	212.601	212.363	212.124	211.884	211.65	211.411	211.174	210.936	210.694
211.305	211.021	210.795	210.62	210.515	210.449	210.415	210.402	210.39	210.377	210.325	210.242	210.134	210.006	209.867	209.721	209.579	209.45	209.335	209.259	209.202	209.165	209.168	209.182	209.208	209.255	209.306	209.358	209.421	209.486	209.556	209.626	209.702	209.779	209.857	209.933	210.002	210.062	210.107	210.134	210.157	210.168	210.165	210.147	210.118	210.075	210.025	209.945	209.837	209.722	209.576	209.4	209.159	208.884	208.584	208.209	207.813	207.39	206.872	206.309	205.711	205.124	204.579	204.083	203.776	203.573	203.482	203.555	203.728	203.996	204.365	204.794	205.276	205.815	206.391	207.004	207.662	208.362	209.106	209.899	210.737	211.619	212.548	213.513	214.507	215.532	216.564	217.594	218.62	219.626	220.601	221.556	222.469	223.337	224.169	224.954	225.688	226.37	226.995	227.565	228.081	228.543	228.95	229.302	229.603	229.854	230.054	230.204	230.313	230.372	230.387	230.36	230.294	230.186	230.045	229.862	229.646	229.399	229.121	228.82	228.491	228.144	227.781	227.403	227.014	226.62	226.222	225.833	225.453	225.085	224.741	224.419	224.129	223.878	223.667	223.5	223.395	223.345	223.346	223.407	223.518	223.681	223.903	224.175	224.484	224.843	225.226	225.623	226.033	226.434	226.817	227.169	227.488	227.762	227.976	228.142	228.261	228.312	228.305	228.246	228.114	227.925	227.673	227.363	227	226.587	226.135	225.644	225.121	224.57	223.992	223.392	222.779	222.15	221.506	220.857	220.2	219.54	218.883	218.232	217.585	216.951	216.331	215.725	215.131	214.556	213.999	213.461	212.951	212.477	212.041	211.65
212.004	211.942	212.006	212.172	212.45	212.761	213.068	213.345	213.542	213.654	213.639	213.524	213.308	213.007	212.634	212.196	211.742	211.258	210.758	210.31	209.87	209.446	209.083	208.732	208.407	208.112	207.844	207.611	207.426	207.294	207.218	207.204	207.256	207.384	207.591	207.874	208.217	208.609	209.025	209.452	209.901	210.347	210.772	211.199	211.6	211.963	212.311	212.612	212.873	213.076	213.221	213.312	213.337	213.283	213.149	212.913	212.595	212.18	211.633	210.973	210.237	209.517	208.844	208.27	207.927	207.752	207.758	207.988	208.355	208.845	209.451	210.153	210.946	211.828	212.793	213.835	214.954	216.14	217.389	218.7	220.061	221.463	222.903	224.362	225.822	227.275	228.698	230.082	231.422	232.698	233.902	235.033	236.074	237.018	237.879	238.643	239.309	239.893	240.383	240.783	241.116	241.375	241.573	241.556	241.659	241.722	241.745	241.741	241.712	241.655	241.573	241.459	241.432	241.261	241.051	240.796	240.496	240.141	239.727	239.254	238.713	238.107	237.43	236.687	235.88	235.009	234.081	233.106	232.067	230.942	229.73	228.358	226.764	224.934	222.841	220.471	217.888	215.166	212.676	210.978	210.243	210.672	212.382	214.947	217.873	221.019	223.941	226.533	228.886	230.843	232.466	233.843	234.973	235.894	236.622	237.203	237.648	237.941	238.113	238.163	238.078	237.88	237.569	237.149	236.636	236.028	235.356	234.618	233.82	232.982	232.095	231.16	230.192	229.173	228.11	227.013	225.877	224.721	223.557	222.393	221.242	220.117	219.029	217.987	217	216.068	215.194	214.401	213.694	213.08	212.589	212.23
212.349	212.238	212.235	212.305	212.377	212.44	212.473	212.449	212.383	212.269	212.064	211.777	211.387	210.889	210.262	209.491	208.585	207.529	206.336	205.076	203.806	202.641	201.695	200.965	200.448	200.069	199.811	199.625	199.414	199.167	198.832	198.359	197.763	197.06	196.378	195.753	195.306	195.182	195.42	196.032	197.034	198.379	200.006	201.848	203.701	205.387	206.874	208.062	208.986	209.684	210.182	210.538	210.772	210.922	211.008	211.025	211.009	210.967	210.886	210.807	210.737	210.701	210.712	210.782	210.932	211.157	211.467	211.884	212.396	213.007	213.732	214.559	215.497	216.544	217.71	218.995	220.405	221.922	223.535	225.257	227.062	228.926	230.853	232.773	234.655	236.465	238.15	239.677	241	241.936	242.834	243.407	243.691	243.663	243.296	242.597	241.549	240.238	238.614	236.69	235.06	233.536	232.169	231.06	230.133	229.41	228.915	228.626	228.547	228.671	228.837	229.632	230.427	231.42	232.571	233.875	235.237	236.573	237.852	238.966	239.854	240.526	240.915	241.039	240.922	240.555	239.961	239.156	238.161	236.989	235.633	234.137	232.468	230.684	228.696	226.432	223.839	220.716	217.189	214.416	213.507	214.749	217.666	221.275	224.698	227.669	230.001	231.916	233.58	235.009	236.245	237.254	238.055	238.644	238.971	239.106	239.08	238.908	238.673	238.428	238.192	238.016	237.916	237.903	237.96	238.061	238.214	238.354	238.453	238.5	238.434	238.223	237.844	237.252	236.442	235.394	234.129	232.669	231.049	229.317	227.506	225.672	223.838	222.045	220.347	218.752	217.293	215.992	214.85	213.897	213.168	212.656
209.683	209.385	209.178	208.983	208.664	208.336	207.941	207.488	206.9	206.119	205.118	203.871	202.39	200.721	198.916	197.158	195.733	194.735	194.189	194.171	194.615	195.494	196.714	198.109	199.627	201.21	202.771	204.234	205.525	206.606	207.454	208.123	208.528	208.652	208.474	207.944	207.02	205.603	203.821	201.805	199.791	197.953	196.554	195.922	196.094	197.024	198.609	200.486	202.412	204.264	205.777	206.948	207.747	208.339	208.782	209.103	209.353	209.559	209.775	210.001	210.246	210.533	210.85	211.204	211.611	212.068	212.58	213.187	213.856	214.609	215.415	216.24	217.083	217.91	218.8	219.774	220.929	222.243	223.725	225.403	227.23	229.187	231.252	233.353	235.42	237.412	239.012	240.634	241.888	242.733	243.123	242.73	241.555	239.558	236.879	234.01	231.148	228.707	226.37	224.108	222.556	221.248	220.21	219.549	219.14	219.023	219.26	219.816	220.716	221.695	223.007	224.594	227.22	229.193	230.993	232.608	234.038	235.282	236.379	237.339	238.184	238.921	239.539	240.021	240.371	240.541	240.522	240.283	239.816	239.111	238.109	236.862	235.382	233.594	231.53	229.081	226.16	222.728	219.339	217.493	217.64	219.946	223.802	227.541	230.566	232.986	234.836	236.401	237.784	238.955	239.852	240.387	240.536	240.254	239.075	237.3	234.825	232.218	229.849	227.859	226.394	225.234	224.339	223.397	223.076	223.493	224.473	226.066	228.286	231.715	235.382	238.951	242.365	244.282	245.211	245.139	244.328	242.9	240.872	238.399	235.562	232.551	229.519	226.564	223.78	221.119	218.635	216.371	214.321	212.525	211.132	210.184
207.432	208.335	208.953	209.17	208.872	208.343	207.531	206.722	205.591	204.183	202.6	200.933	199.529	198.751	198.621	199.056	199.809	200.675	201.546	202.363	203.099	203.773	204.438	205.145	205.936	206.89	207.946	209.09	210.354	211.663	212.987	214.378	215.634	216.669	217.396	217.733	217.692	217.203	216.308	214.97	213.166	210.872	208.154	205.389	202.768	200.6	199.467	199.406	200.309	202.06	203.846	205.351	206.423	207.19	207.715	208.095	208.316	208.403	208.508	208.608	208.735	208.943	209.199	209.516	209.948	210.477	211.085	211.847	212.671	213.545	214.363	215.037	215.558	215.822	216.011	216.212	216.747	217.635	218.877	220.443	222.27	224.333	226.606	229.021	231.476	233.927	236.28	238.191	239.828	240.819	241.031	240.005	237.622	234.136	230.286	226.856	224.045	222.229	220.891	220.001	219.713	219.753	220.053	220.659	221.44	222.405	223.521	224.78	226.17	227.602	229	230.775	232.473	233.971	235.096	235.79	236.104	236.097	235.851	235.435	234.932	234.459	234.048	233.718	233.57	233.479	233.385	233.535	233.787	234.291	235.392	236.401	237.137	237.152	236.544	235.305	233.407	231.121	228.644	226.794	225.644	225.641	227.074	229.381	232.007	234.557	236.647	238.468	240.079	241.235	242.155	242.568	242.379	241.278	238.869	235.261	231.218	227.935	225.141	222.782	221.244	220.161	219.685	218.874	219.768	221.203	222.876	224.903	228.151	230.287	233.63	236.771	239.772	243.365	247.213	248.921	248.877	247.689	245.494	242.604	239.136	235.473	231.747	228.02	224.523	221.099	217.784	214.51	211.324	208.458	206.875	206.626
215.334	217.817	218.903	218.877	217.91	216.424	214.292	211.946	209.257	206.407	204.2	203.01	203.181	205.031	207.012	208.595	209.404	209.681	209.564	209.026	208.347	207.651	207.339	207.415	207.912	208.91	210.141	211.591	213.202	214.825	216.4	217.923	219.276	220.451	221.438	222.205	222.678	222.743	222.443	221.77	220.757	219.393	217.64	215.526	212.998	210.194	207.584	205.223	203.341	201.498	200.461	200.34	201.105	202.209	203.359	204.321	205.058	205.572	206.03	206.36	206.601	206.636	206.621	206.645	206.987	207.619	208.441	209.377	210.327	211.276	212.217	213.073	213.806	214.318	214.613	214.746	214.929	215.407	216.318	217.72	219.552	221.78	224.379	227.286	230.356	233.586	236.777	239.795	241.987	243.025	243.329	242.908	240.597	236.995	233.475	230.479	228.152	226.841	226.132	226.049	226.69	227.817	229.285	231.246	233.363	235.566	237.616	239.399	240.877	239.772	240.333	243.155	241.544	242.452	242.925	242.963	242.601	241.789	240.516	238.808	236.665	234.343	231.821	229.37	227.694	226.699	226.517	227.324	228.848	230.918	233.582	236.208	238.551	240.37	241.423	241.811	241.513	240.751	239.6	238.102	236.401	234.591	233.323	232.721	232.945	233.894	235.137	236.511	237.839	238.941	239.737	239.978	239.574	238.676	237.87	236.57	237.578	234.076	233.058	232.163	231.622	231.312	231.22	230.968	230.773	230.615	230.32	230.039	229.909	230.737	232.077	233.747	235.695	237.83	240.555	243.858	246.07	246.545	245.419	243.348	240.579	237.454	234.112	230.612	227.103	223.308	219.01	214.375	210.447	208.105	208.731	211.529
221.126	220.907	220.18	218.739	216.42	213.275	209.233	205.552	203.232	203.111	204.926	207.118	208.895	210.385	211.245	211.688	211.641	211.311	210.772	209.941	208.988	207.979	207.481	207.624	208.499	209.897	211.435	213.148	215.032	217.005	219.021	221.151	223.228	225.128	226.738	227.904	228.776	229.223	229.155	228.478	227.388	225.931	224.169	222.167	219.787	216.79	213.599	210.836	209.353	208.304	207.429	206.429	205.063	204.388	204.251	204.881	205.624	206.359	207.327	208.076	208.682	208.443	207.591	206.13	205.11	205.25	206.471	208.179	209.74	211.146	212.484	213.726	214.847	215.879	216.711	217.332	217.655	217.803	217.87	218.052	218.779	220.244	222.508	225.341	228.58	232.193	235.8	239.114	241.892	243.657	244.393	243.55	241.052	237.351	234.086	231.564	229.808	229.008	228.723	228.954	229.811	231.062	232.573	234.302	235.991	237.552	238.798	239.758	240.47	240.943	241.366	241.762	242.217	240.804	241.697	242.419	243.151	243.791	244.425	244.418	244.015	243.315	242.448	241.583	240.896	240.427	240.247	240.4	240.843	241.537	242.476	243.584	244.737	245.885	246.733	247.229	247.315	246.968	246.187	244.863	243.315	241.681	240.296	239.31	238.794	238.772	239.084	239.636	240.144	240.421	240.239	239.563	238.698	237.656	236.196	235.49	235.691	236.748	237.937	240.34	241.287	242.06	242.534	242.502	242.046	241.218	240.031	238.806	237.603	236.821	236.602	237.037	238.347	240.003	241.823	243.813	245.666	247.316	247.063	247.056	246.139	244.229	241.871	239.3	236.715	234.2	231.742	229.279	226.781	224.463	222.703	221.554
233.779	231.967	230.075	228.186	226.582	225.339	224.627	224.417	224.447	224.543	224.654	224.718	224.672	224.454	224.012	223.346	222.491	221.509	220.486	219.501	218.622	217.821	217.125	216.595	216.176	216.144	215.928	215.806	217.294	219.488	221.468	223.856	226.651	229.737	232.832	235.416	237.009	237.364	237	235.664	234.073	231.95	229.44	226.663	223.247	218.931	214.677	213.116	214.788	217.165	217.778	217.101	215.038	213.2	211.819	211.662	211.927	212.505	213.8	214.971	215.864	215.81	215.016	213.274	211.019	208.978	207.936	208.586	210.045	211.695	213.367	214.885	216.264	217.729	219.066	220.225	221.042	221.501	221.579	221.264	220.865	220.663	221.33	222.824	225.056	227.819	230.806	233.793	236.619	239.005	240.414	240.842	240.12	238.576	236.734	235.17	234.065	233.607	233.53	233.793	234.51	235.349	236.234	236.952	237.455	237.701	237.738	237.698	237.634	237.733	237.987	238.458	239.3	240.587	240.522	242.163	243.776	245.249	246.611	247.577	248.179	248.471	248.549	248.501	248.449	248.353	248.227	248.097	247.922	247.68	247.37	247.006	246.623	246.394	246.233	246.136	246.222	246.306	246.365	246.133	245.665	245.21	244.802	244.652	244.778	245.297	246.187	247.189	248.21	248.835	249.082	248.69	248.15	246.669	244.366	241.137	237.462	236.248	238.229	241.274	244.967	246.852	248.288	248.959	248.869	248.076	246.506	244.623	242.694	241.332	240.53	240.376	241.101	242.271	243.745	245.372	246.829	248.008	248.847	249.337	249.452	249.014	248.155	246.623	245.213	243.709	242.22	240.862	239.581	238.323	236.976	235.472
247.258	246.587	245.776	244.935	244.169	243.612	243.316	243.322	243.54	243.887	244.24	244.471	244.479	244.193	243.609	242.779	241.779	240.741	239.753	238.882	238.123	237.379	236.582	235.502	234.151	231.857	228.494	223.081	217.301	215.911	220.828	224.238	227.009	230.454	234.779	239.173	242.835	244.888	245.636	245.162	243.038	239.981	236.314	232.712	228.957	225.43	222.88	221.858	222.059	222.644	222.751	222.353	221.318	220.357	219.62	219.571	219.93	220.593	221.412	222.019	222.368	222.229	221.877	221.311	220.824	220.499	220.392	220.676	220.735	220.571	219.826	219.4	219.48	220.421	221.774	223.418	225.211	226.892	228.264	229.14	229.58	229.746	229.867	230.16	230.775	231.86	233.327	235.027	236.822	238.393	239.545	240.244	240.09	239.639	238.992	238.465	238.172	238.263	238.53	238.912	239.455	240.009	240.523	241.003	241.427	241.811	242.23	242.611	242.95	243.264	243.534	243.773	244.042	244.423	244.901	245.357	245.799	246.195	246.566	245.873	246.148	246.419	246.711	247.041	247.496	247.882	248.122	248.164	247.966	247.55	246.94	246.298	245.703	245.387	245.267	245.331	245.656	246.047	246.421	246.638	246.747	246.769	246.614	246.471	246.485	247.029	248.058	249.496	251.148	252.582	253.816	254.88	255.059	254.12	252.05	248.919	244.445	242.81	242.598	244.417	247.504	249.048	250.286	250.74	250.501	249.676	248.457	247.258	246.252	245.828	245.725	245.857	246.108	246.232	246.208	246.04	245.887	245.809	245.922	246.03	246.073	245.966	245.879	245.97	246.197	246.538	246.857	246.842	247.357	247.601	247.734	247.631
